"PK_ID","Id","StreetName","DesignationId","Designation","SuburbId","Suburb"
1,6299,"Gawler",66,"Lane",114,"Ellenbrook"
2,6321,"Gellibrand",117,"Vsta",114,"Ellenbrook"
3,6437,"Ginnini",66,"Lane",114,"Ellenbrook"
4,6457,"Glade",109,"Tce",114,"Ellenbrook"
5,6458,"Gladman",75,"Pass",114,"Ellenbrook"
6,6486,"Glenallen",119,"Way",114,"Ellenbrook"
7,6527,"Glenora",116,"View",114,"Ellenbrook"
8,6572,"Gnangara",87,"Rd",114,"Ellenbrook"
9,6638,"Goomally",114,"Turn",114,"Ellenbrook"
10,6706,"Granada",119,"Way",114,"Ellenbrook"
11,6722,"Granesse",42,"Dr",114,"Ellenbrook"
12,6897,"Gulf",27,"Cove",114,"Ellenbrook"
13,6934,"Guraga",109,"Tce",114,"Ellenbrook"
14,7018,"Halpin",19,"Cir",114,"Ellenbrook"
15,7078,"Harberton",79,"Pkwy",114,"Ellenbrook"
16,7150,"Hartley",75,"Pass",114,"Ellenbrook"
17,7179,"Hatfield",87,"Rd",114,"Ellenbrook"
18,7228,"Haysom",66,"Lane",114,"Ellenbrook"
19,7267,"Heathland",109,"Tce",114,"Ellenbrook"
20,7285,"Heirisson",114,"Turn",114,"Ellenbrook"
21,7321,"Henley Brook",6,"Ave",114,"Ellenbrook"
22,7402,"Hibbertia",80,"Pl",114,"Ellenbrook"
23,7434,"Highpoint",15,"Bvd",114,"Ellenbrook"
24,7460,"Hillyar",66,"Lane",114,"Ellenbrook"
25,7508,"Hodnet",11,"Bend",114,"Ellenbrook"
26,7517,"Hoking",27,"Cove",114,"Ellenbrook"
27,7541,"Hollis",66,"Lane",114,"Ellenbrook"
28,7581,"Honeyeater",109,"Tce",114,"Ellenbrook"
29,7644,"Hosnie",42,"Dr",114,"Ellenbrook"
30,7647,"Hosta",66,"Lane",114,"Ellenbrook"
31,7687,"Hoyton",22,"Cl",114,"Ellenbrook"
32,7831,"Indee",66,"Lane",114,"Ellenbrook"
33,7891,"Iowna",66,"Lane",114,"Ellenbrook"
34,7903,"Ironbark",66,"Lane",114,"Ellenbrook"
35,7963,"Jacksonia",39,"Ct",114,"Ellenbrook"
36,8076,"Jenolan",66,"Lane",114,"Ellenbrook"
37,8085,"Jervis",42,"Dr",114,"Ellenbrook"
38,8108,"Jilgin",119,"Way",114,"Ellenbrook"
39,8253,"Kalgan",39,"Ct",114,"Ellenbrook"
40,8258,"Kalinga",42,"Dr",114,"Ellenbrook"
41,8269,"Kalyeeda",109,"Tce",114,"Ellenbrook"
42,8303,"Karakin",109,"Tce",114,"Ellenbrook"
43,8309,"Karbar",75,"Pass",114,"Ellenbrook"
44,8383,"Kea",39,"Ct",114,"Ellenbrook"
45,8489,"Kentish",119,"Way",114,"Ellenbrook"
46,8579,"Killara",6,"Ave",114,"Ellenbrook"
47,8601,"Kimba",75,"Pass",114,"Ellenbrook"
48,8613,"Kinclaven",66,"Lane",114,"Ellenbrook"
49,8868,"Kyeema",119,"Way",114,"Ellenbrook"
50,8893,"Lacebark",39,"Ct",114,"Ellenbrook"
51,8980,"Lancaster",6,"Ave",114,"Ellenbrook"
52,9054,"Larkins",119,"Way",114,"Ellenbrook"
53,9059,"Larrawa",19,"Cir",114,"Ellenbrook"
54,9084,"Latina",32,"Cres",114,"Ellenbrook"
55,9130,"Layton",66,"Lane",114,"Ellenbrook"
56,9185,"Leedon",42,"Dr",114,"Ellenbrook"
57,9227,"Lemonthyme",66,"Lane",114,"Ellenbrook"
58,9255,"Leopold",114,"Turn",114,"Ellenbrook"
59,9275,"Letica",3,"Ally",114,"Ellenbrook"
60,9320,"Library",6,"Ave",114,"Ellenbrook"
61,9432,"Lissadell",109,"Tce",114,"Ellenbrook"
62,9489,"Locke",66,"Lane",114,"Ellenbrook"
63,9502,"Lodge",119,"Way",114,"Ellenbrook"
64,9522,"Lomandra",66,"Lane",114,"Ellenbrook"
65,9557,"Longton",119,"Way",114,"Ellenbrook"
66,9562,"Lookout",19,"Cir",114,"Ellenbrook"
67,9600,"Louisa",58,"Gr",114,"Ellenbrook"
68,9651,"Lucia",66,"Lane",114,"Ellenbrook"
69,9756,"Lyon",119,"Way",114,"Ellenbrook"
70,9796,"Macfaull",66,"Lane",114,"Ellenbrook"
71,9833,"Madden",119,"Way",114,"Ellenbrook"
72,9849,"Madigan",119,"Way",114,"Ellenbrook"
73,9885,"Main",103,"St",114,"Ellenbrook"
74,9939,"Mallina",119,"Way",114,"Ellenbrook"
75,9949,"Malta",119,"Way",114,"Ellenbrook"
76,9986,"Mandora",109,"Tce",114,"Ellenbrook"
77,9989,"Maneroo",119,"Way",114,"Ellenbrook"
78,10048,"Maplewood",60,"Grn",114,"Ellenbrook"
79,10055,"Maralla",87,"Rd",114,"Ellenbrook"
80,10084,"Mardie",66,"Lane",114,"Ellenbrook"
81,10169,"Marsala",119,"Way",114,"Ellenbrook"
82,10410,"Meade",114,"Turn",114,"Ellenbrook"
83,10577,"Messina",58,"Gr",114,"Ellenbrook"
84,10584,"Metro",114,"Turn",114,"Ellenbrook"
85,10599,"Mia",39,"Ct",114,"Ellenbrook"
86,10628,"Midsummer",19,"Cir",114,"Ellenbrook"
87,10630,"Midway",103,"St",114,"Ellenbrook"
88,10640,"Milano",77,"Pde",114,"Ellenbrook"
89,10683,"Millhouse",87,"Rd",114,"Ellenbrook"
90,10694,"Millstream",58,"Gr",114,"Ellenbrook"
91,10703,"Milson",109,"Tce",114,"Ellenbrook"
92,10711,"Mimosa",66,"Lane",114,"Ellenbrook"
93,10722,"Miner",66,"Lane",114,"Ellenbrook"
94,10757,"Mira",66,"Lane",114,"Ellenbrook"
95,10768,"Mirimas",39,"Ct",114,"Ellenbrook"
96,10797,"Moates",36,"Crss",114,"Ellenbrook"
97,10826,"Molloy",66,"Lane",114,"Ellenbrook"
98,10831,"Mona Vale",69,"Loop",114,"Ellenbrook"
99,10832,"Monaco",6,"Ave",114,"Ellenbrook"
100,10851,"Monroe",36,"Crss",114,"Ellenbrook"
101,10933,"Moreau",42,"Dr",114,"Ellenbrook"
102,10937,"Morella",36,"Crss",114,"Ellenbrook"
103,10953,"Mornington",79,"Pkwy",114,"Ellenbrook"
104,10977,"Morton",6,"Ave",114,"Ellenbrook"
105,11011,"Moulton",113,"Trl",114,"Ellenbrook"
106,11017,"Mount Elizabeth",66,"Lane",114,"Ellenbrook"
107,11019,"Mount House",119,"Way",114,"Ellenbrook"
108,11085,"Mundego",114,"Turn",114,"Ellenbrook"
109,11128,"Musselbrook",113,"Trl",114,"Ellenbrook"
110,11155,"Myola",66,"Lane",114,"Ellenbrook"
111,11178,"Naldera",66,"Lane",114,"Ellenbrook"
112,11179,"Nallan",66,"Lane",114,"Ellenbrook"
113,11220,"Napoli",6,"Ave",114,"Ellenbrook"
114,11318,"Nerrima",119,"Way",114,"Ellenbrook"
115,11364,"Newington",75,"Pass",114,"Ellenbrook"
116,11431,"Nita",66,"Lane",114,"Ellenbrook"
117,11473,"Noric",66,"Lane",114,"Ellenbrook"
118,11559,"Nurina",119,"Way",114,"Ellenbrook"
119,11581,"Nychum",75,"Pass",114,"Ellenbrook"
120,11602,"Oakhill",63,"Hts",114,"Ellenbrook"
121,11622,"Oban",119,"Way",114,"Ellenbrook"
122,11809,"Orford",66,"Lane",114,"Ellenbrook"
123,11863,"Osso",66,"Lane",114,"Ellenbrook"
124,11893,"Oval",117,"Vsta",114,"Ellenbrook"
125,11971,"Palladio",118,"Walk",114,"Ellenbrook"
126,12018,"Paperbark",80,"Pl",114,"Ellenbrook"
127,12074,"Parnham",6,"Ave",114,"Ellenbrook"
128,12081,"Parrotbush",32,"Cres",114,"Ellenbrook"
129,12129,"Patten",119,"Way",114,"Ellenbrook"
130,12152,"Paxton",39,"Ct",114,"Ellenbrook"
131,12205,"Pegus",66,"Lane",114,"Ellenbrook"
132,12242,"Penna",66,"Lane",114,"Ellenbrook"
133,12266,"Peony",66,"Lane",114,"Ellenbrook"
134,12289,"Peri",67,"Link",114,"Ellenbrook"
135,12316,"Perth-Darwin",64,"Hwy",114,"Ellenbrook"
136,12420,"Pinaster",77,"Pde",114,"Ellenbrook"
137,12431,"Pinea",114,"Turn",114,"Ellenbrook"
138,12435,"Pinegrove",42,"Dr",114,"Ellenbrook"
139,12472,"Pipit",39,"Ct",114,"Ellenbrook"
140,12478,"Pisano",118,"Walk",114,"Ellenbrook"
141,12484,"Pitch",119,"Way",114,"Ellenbrook"
142,12525,"Plaza",114,"Turn",114,"Ellenbrook"
143,12590,"Ponte Vecchio",15,"Bvd",114,"Ellenbrook"
144,12623,"Portofino",114,"Turn",114,"Ellenbrook"
145,12716,"Prion",119,"Way",114,"Ellenbrook"
146,12801,"Pym",66,"Lane",114,"Ellenbrook"
147,12893,"Radiata",6,"Ave",114,"Ellenbrook"
148,12927,"Rainsby",32,"Cres",114,"Ellenbrook"
149,12932,"Rakich",42,"Dr",114,"Ellenbrook"
150,12996,"Raven",58,"Gr",114,"Ellenbrook"
151,13022,"Rea",66,"Lane",114,"Ellenbrook"
152,13044,"Redbank",42,"Dr",114,"Ellenbrook"
153,13072,"Redstone",113,"Trl",114,"Ellenbrook"
154,13095,"Regelia",114,"Turn",114,"Ellenbrook"
155,13131,"Renfrew",66,"Lane",114,"Ellenbrook"
156,13135,"Rennex",95,"Rmbl",114,"Ellenbrook"
157,13161,"Retail",67,"Link",114,"Ellenbrook"
158,13169,"Reveley",117,"Vsta",114,"Ellenbrook"
159,13212,"Ridgehill",39,"Ct",114,"Ellenbrook"
160,18070,"Riidge Hill",39,"Ct",114,"Ellenbrook"
161,13229,"Rimini",66,"Lane",114,"Ellenbrook"
162,13271,"Rivergum",22,"Cl",114,"Ellenbrook"
163,13273,"Riverina",42,"Dr",114,"Ellenbrook"
164,13335,"Rocklea",32,"Cres",114,"Ellenbrook"
165,13341,"Rodda",118,"Walk",114,"Ellenbrook"
166,13350,"Rodsand",17,"Cct",114,"Ellenbrook"
167,13376,"Roma",117,"Vsta",114,"Ellenbrook"
168,13442,"Rosewood",63,"Hts",114,"Ellenbrook"
169,13457,"Rossini",19,"Cir",114,"Ellenbrook"
170,13523,"Rudall",67,"Link",114,"Ellenbrook"
171,13704,"San Lorenzo",15,"Bvd",114,"Ellenbrook"
172,13705,"San Marco",119,"Way",114,"Ellenbrook"
173,13709,"San Remo",117,"Vsta",114,"Ellenbrook"
174,13767,"Santona",15,"Bvd",114,"Ellenbrook"
175,13768,"Santorini",114,"Turn",114,"Ellenbrook"
176,13863,"School",66,"Lane",114,"Ellenbrook"
177,13918,"Sealey",119,"Way",114,"Ellenbrook"
178,14020,"Service",3,"Ally",114,"Ellenbrook"
179,14035,"Seventy Sixth",103,"St",114,"Ellenbrook"
180,14078,"Sharman",117,"Vsta",114,"Ellenbrook"
181,14096,"Sheba",3,"Ally",114,"Ellenbrook"
182,14105,"Sheldon",66,"Lane",114,"Ellenbrook"
183,14129,"Sherbrooke",97,"Rtt",114,"Ellenbrook"
184,14199,"Siena",66,"Lane",114,"Ellenbrook"
185,14208,"Silent",58,"Gr",114,"Ellenbrook"
186,14232,"Silvereye",66,"Lane",114,"Ellenbrook"
187,14249,"Simmonds",75,"Pass",114,"Ellenbrook"
188,14282,"Sixty Fifth",103,"St",114,"Ellenbrook"
189,14300,"Skipsey",66,"Lane",114,"Ellenbrook"
190,14307,"Skye",66,"Lane",114,"Ellenbrook"
191,14346,"Smoke Bush",119,"Way",114,"Ellenbrook"
192,14362,"Snow Wood",6,"Ave",114,"Ellenbrook"
193,14384,"Solanum",39,"Ct",114,"Ellenbrook"
194,14428,"Sorrento",114,"Turn",114,"Ellenbrook"
195,14520,"Springbrook",42,"Dr",114,"Ellenbrook"
196,14593,"St Patrick",87,"Rd",114,"Ellenbrook"
197,14600,"St Remy",66,"Lane",114,"Ellenbrook"
198,14604,"St Tropez",117,"Vsta",114,"Ellenbrook"
199,14655,"Star Bush",32,"Cres",114,"Ellenbrook"
200,14662,"Starke",114,"Turn",114,"Ellenbrook"
201,14785,"Stott",119,"Way",114,"Ellenbrook"
202,14808,"Strathmore",79,"Pkwy",114,"Ellenbrook"
203,14849,"Studio",66,"Lane",114,"Ellenbrook"
204,14855,"Sturt",119,"Way",114,"Ellenbrook"
205,14867,"Sudley",66,"Lane",114,"Ellenbrook"
206,14926,"Sunray",19,"Cir",114,"Ellenbrook"
207,14989,"Swift",66,"Lane",114,"Ellenbrook"
208,15019,"Syred",119,"Way",114,"Ellenbrook"
209,15063,"Tallering",42,"Dr",114,"Ellenbrook"
210,15104,"Tanami",19,"Cir",114,"Ellenbrook"
211,15128,"Tansey",66,"Lane",114,"Ellenbrook"
212,17971,"Tanton",66,"Lane",114,"Ellenbrook"
213,15144,"Taranto",119,"Way",114,"Ellenbrook"
214,15155,"Tarkine",66,"Lane",114,"Ellenbrook"
215,15193,"Tatton",119,"Way",114,"Ellenbrook"
216,15209,"Tea Tree",66,"Lane",114,"Ellenbrook"
217,15307,"Thacker",119,"Way",114,"Ellenbrook"
218,15325,"The Broadway",0,"",114,"Ellenbrook"
219,15386,"The Parkway",0,"",114,"Ellenbrook"
220,15390,"The Promenade",0,"",114,"Ellenbrook"
221,15421,"Theda Lane",0,"",114,"Ellenbrook"
222,15433,"Thetis",109,"Tce",114,"Ellenbrook"
223,15436,"Thetis Terrace",0,"",114,"Ellenbrook"
224,15451,"Thomby",6,"Ave",114,"Ellenbrook"
225,15461,"Thornbill",117,"Vsta",114,"Ellenbrook"
226,15471,"Thorold",6,"Ave",114,"Ellenbrook"
227,15488,"Thundelarra",6,"Ave",114,"Ellenbrook"
228,15494,"Thurlow",67,"Link",114,"Ellenbrook"
229,15590,"Tipuana",71,"Mews",114,"Ellenbrook"
230,15598,"Tivoli",118,"Walk",114,"Ellenbrook"
231,15601,"Tobermory",15,"Bvd",114,"Ellenbrook"
232,15633,"Tome",119,"Way",114,"Ellenbrook"
233,15645,"Tongy",67,"Link",114,"Ellenbrook"
234,15675,"Torino",66,"Lane",114,"Ellenbrook"
235,15699,"Toulon",66,"Lane",114,"Ellenbrook"
236,15707,"Tower",66,"Lane",114,"Ellenbrook"
237,15732,"Trainor",87,"Rd",114,"Ellenbrook"
238,15743,"Transit",119,"Way",114,"Ellenbrook"
239,15745,"Trapani",66,"Lane",114,"Ellenbrook"
240,15812,"Trieste",6,"Ave",114,"Ellenbrook"
241,15815,"Trigger Plant",6,"Ave",114,"Ellenbrook"
242,15820,"Trimmer",66,"Lane",114,"Ellenbrook"
243,15852,"Truesdale",11,"Bend",114,"Ellenbrook"
244,15898,"Tully",77,"Pde",114,"Ellenbrook"
245,15935,"Tuross",119,"Way",114,"Ellenbrook"
246,15969,"Twiss",119,"Way",114,"Ellenbrook"
247,15970,"Two Rivers",69,"Loop",114,"Ellenbrook"
248,15974,"Twynam",71,"Mews",114,"Ellenbrook"
249,16023,"Uniform",66,"Lane",114,"Ellenbrook"
250,16046,"Urban",66,"Lane",114,"Ellenbrook"
251,16080,"Valinco",6,"Ave",114,"Ellenbrook"
252,16128,"Vaucluse",32,"Cres",114,"Ellenbrook"
253,16143,"Velvick",75,"Pass",114,"Ellenbrook"
254,16160,"Verdant",117,"Vsta",114,"Ellenbrook"
255,16164,"Verdi",66,"Lane",114,"Ellenbrook"
256,16182,"Verona",119,"Way",114,"Ellenbrook"
257,16234,"Villa",75,"Pass",114,"Ellenbrook"
258,16240,"Villefort",6,"Ave",114,"Ellenbrook"
259,16265,"Viso",66,"Lane",114,"Ellenbrook"
260,16384,"Walton",87,"Rd",114,"Ellenbrook"
261,16392,"Wanarra",22,"Cl",114,"Ellenbrook"
262,16522,"Waterview",58,"Gr",114,"Ellenbrook"
263,16540,"Wattlebird",32,"Cres",114,"Ellenbrook"
264,16636,"Werai",87,"Rd",114,"Ellenbrook"
265,16663,"Westbrook",77,"Pde",114,"Ellenbrook"
266,16677,"Westgrove",42,"Dr",114,"Ellenbrook"
267,16702,"Wetherell",87,"Rd",114,"Ellenbrook"
268,16707,"Weyba",114,"Turn",114,"Ellenbrook"
269,16731,"Whistler",39,"Ct",114,"Ellenbrook"
270,16822,"Wildflower",19,"Cir",114,"Ellenbrook"
271,16846,"Willeroo",119,"Way",114,"Ellenbrook"
272,16899,"Winderie",32,"Cres",114,"Ellenbrook"
273,16977,"Withnell",42,"Dr",114,"Ellenbrook"
274,16987,"Witts",119,"Way",114,"Ellenbrook"
275,16989,"Woburn Park",6,"Ave",114,"Ellenbrook"
276,16998,"Wollaston",117,"Vsta",114,"Ellenbrook"
277,17028,"Woodlake",15,"Bvd",114,"Ellenbrook"
278,17054,"Woodstock",60,"Grn",114,"Ellenbrook"
279,17074,"Woollybush",87,"Rd",114,"Ellenbrook"
280,17200,"Yaragan",66,"Lane",114,"Ellenbrook"
281,17216,"Yarran",67,"Link",114,"Ellenbrook"
282,17297,"Zamia",66,"Lane",114,"Ellenbrook"
283,1375,"Beaufort",103,"St",115,"Embleton"
284,1414,"Beechboro",89,"Rd N",115,"Embleton"
285,1414,"Beechboro",90,"Rd S",115,"Embleton"
286,2310,"Broadway",0,"",115,"Embleton"
287,2331,"Bromley",103,"St",115,"Embleton"
288,2370,"Broun",6,"Ave",115,"Embleton"
289,2520,"Burnett",103,"St",115,"Embleton"
290,2748,"Cameron",103,"St",115,"Embleton"
291,3696,"Collier",87,"Rd",115,"Embleton"
292,4761,"Dixon",103,"St",115,"Embleton"
293,4785,"Doherty",103,"St",115,"Embleton"
294,4917,"Drake",103,"St",115,"Embleton"
295,4963,"Drynan",103,"St",115,"Embleton"
296,5380,"Embleton",6,"Ave",115,"Embleton"
297,5618,"Fairs",103,"St",115,"Embleton"
298,5746,"Feredy",103,"St",115,"Embleton"
299,5957,"Fonts",80,"Pl",115,"Embleton"
300,5994,"Fort",103,"St",115,"Embleton"
301,6289,"Gatton",119,"Way",115,"Embleton"
302,6293,"Gaull",80,"Pl",115,"Embleton"
303,6729,"Grant",103,"St",115,"Embleton"
304,7048,"Hampton",100,"Sq",115,"Embleton"
305,7202,"Hawkins",103,"St",115,"Embleton"
306,7558,"Holmwood",119,"Way",115,"Embleton"
307,7695,"Hudson",103,"St",115,"Embleton"
308,7913,"Irwin",87,"Rd",115,"Embleton"
309,8649,"Kingston",103,"St",115,"Embleton"
310,9014,"Langley",87,"Rd",115,"Embleton"
311,9387,"Lindley",103,"St",115,"Embleton"
312,9940,"Mallion",103,"St",115,"Embleton"
313,10250,"Maurice",103,"St",115,"Embleton"
314,10343,"Mcgregor",103,"St",115,"Embleton"
315,10361,"Mckenzie",119,"Way",115,"Embleton"
316,10366,"Mckimmie",103,"St",115,"Embleton"
317,10517,"Menz",103,"St",115,"Embleton"
318,10925,"Moran",103,"St",115,"Embleton"
319,11647,"Ockley",100,"Sq",115,"Embleton"
320,11983,"Palmer",80,"Pl",115,"Embleton"
321,12084,"Parsons",103,"St",115,"Embleton"
322,12655,"Power",103,"St",115,"Embleton"
323,12698,"Priestley",103,"St",115,"Embleton"
324,13120,"Reman",87,"Rd",115,"Embleton"
325,13467,"Rothbury",87,"Rd",115,"Embleton"
326,13619,"Sage",103,"St",115,"Embleton"
327,13723,"Sanderson",103,"St",115,"Embleton"
328,14099,"Sheen",80,"Pl",115,"Embleton"
329,14535,"Sproxton",119,"Way",115,"Embleton"
330,14868,"Sudlow",103,"St",115,"Embleton"
331,15186,"Tassell",103,"St",115,"Embleton"
332,15623,"Tolworth",119,"Way",115,"Embleton"
333,15712,"Towning",103,"St",115,"Embleton"
334,16305,"Wade",103,"St",115,"Embleton"
335,16380,"Walter",88,"Rd E",115,"Embleton"
336,16427,"Ward",80,"Pl",115,"Embleton"
337,16438,"Ware",103,"St",115,"Embleton"
338,16783,"Whittock",103,"St",115,"Embleton"
339,16819,"Wilde",103,"St",115,"Embleton"
340,17112,"Wotton",103,"St",115,"Embleton"
341,22,"Abbotswood",79,"Pkwy",421,"Erskine"
342,17347,"Ammerdown",80,"Pl",421,"Erskine"
343,17357,"Arkley",39,"Ct",421,"Erskine"
344,1111,"Banksia",119,"Way",421,"Erskine"
345,17388,"Beverston",109,"Tce",421,"Erskine"
346,17393,"Binnar",39,"Ct",421,"Erskine"
347,17395,"Birtles",58,"Gr",421,"Erskine"
348,2043,"Bottlebrush",66,"Lane",421,"Erskine"
349,2073,"Bower",42,"Dr",421,"Erskine"
350,17415,"Brassii",67,"Link",421,"Erskine"
351,2244,"Bridgewater",15,"Bvd",421,"Erskine"
352,17417,"Broadfield",97,"Rtt",421,"Erskine"
353,2325,"Brolga",66,"Lane",421,"Erskine"
354,2338,"Bronzewing",39,"Ct",421,"Erskine"
355,2560,"Buscot",39,"Ct",421,"Erskine"
356,2567,"Bushlark",114,"Turn",421,"Erskine"
357,2578,"Butcherbird",69,"Loop",421,"Erskine"
358,2940,"Carnarvon",119,"Way",421,"Erskine"
359,2965,"Carradale",71,"Mews",421,"Erskine"
360,17448,"Castleward",80,"Pl",421,"Erskine"
361,3153,"Cervantes",42,"Dr",421,"Erskine"
362,3269,"Chatsworth",42,"Dr",421,"Erskine"
363,17456,"Chimneys",97,"Rtt",421,"Erskine"
364,17457,"Chyverton",25,"Cnr",421,"Erskine"
365,3745,"Compar",67,"Link",421,"Erskine"
366,3802,"Conservation",69,"Loop",421,"Erskine"
367,3983,"Corymbia",39,"Ct",421,"Erskine"
368,17481,"Crathes",39,"Ct",421,"Erskine"
369,17485,"Crowthorn",36,"Crss",421,"Erskine"
370,17486,"Cruentas",119,"Way",421,"Erskine"
371,4552,"Decora",119,"Way",421,"Erskine"
372,4633,"Denison",39,"Ct",421,"Erskine"
373,4726,"Dillington",71,"Mews",421,"Erskine"
374,17516,"Discovery Cove",0,"",421,"Erskine"
375,4863,"Dorneywood",32,"Cres",421,"Erskine"
376,5329,"Elms",39,"Ct",421,"Erskine"
377,5475,"Eskdale",39,"Ct",421,"Erskine"
378,5507,"Eucla",71,"Mews",421,"Erskine"
379,17551,"Eulie",39,"Ct",421,"Erskine"
380,17557,"Farall",39,"Ct",421,"Erskine"
381,17564,"Fireglow",117,"Vsta",421,"Erskine"
382,5857,"Firetail",66,"Lane",421,"Erskine"
383,17571,"Flintham",119,"Way",421,"Erskine"
384,17591,"Glabella",66,"Lane",421,"Erskine"
385,6489,"Glenarn",114,"Turn",421,"Erskine"
386,17593,"Glendart",39,"Ct",421,"Erskine"
387,6757,"Grayswood",97,"Rtt",421,"Erskine"
388,6832,"Grevillea",119,"Way",421,"Erskine"
389,17610,"Guilderton",22,"Cl",421,"Erskine"
390,7081,"Harbour",97,"Rtt",421,"Erskine"
391,7128,"Harrier",66,"Lane",421,"Erskine"
392,7582,"Honeymyrtle",119,"Way",421,"Erskine"
393,17630,"Hopevale",80,"Pl",421,"Erskine"
394,7663,"Hovea",66,"Lane",421,"Erskine"
395,7835,"Indica",117,"Vsta",421,"Erskine"
396,17642,"Isabellas",119,"Way",421,"Erskine"
397,7963,"Jacksonia",119,"Way",421,"Erskine"
398,17653,"Jennerae",11,"Bend",421,"Erskine"
399,8188,"Joy",66,"Lane",421,"Erskine"
400,17695,"Laceby",39,"Ct",421,"Erskine"
401,17698,"Lambrook",71,"Mews",421,"Erskine"
402,8983,"Lancelin",119,"Way",421,"Erskine"
403,17699,"Langar",39,"Ct",421,"Erskine"
404,17703,"Len Howard",42,"Dr",421,"Erskine"
405,9286,"Levens",119,"Way",421,"Erskine"
406,9361,"Lilystone",97,"Rtt",421,"Erskine"
407,17708,"Little Heath",72,"Mndr",421,"Erskine"
408,9477,"Lloyd",39,"Ct",421,"Erskine"
409,9710,"Luton",39,"Ct",421,"Erskine"
410,17721,"Luxmoore",60,"Grn",421,"Erskine"
411,17730,"Manfred",66,"Lane",421,"Erskine"
412,17736,"Marina Quay",42,"Dr",421,"Erskine"
413,17755,"Mergate",39,"Ct",421,"Erskine"
414,17768,"Misarden",66,"Lane",421,"Erskine"
415,10939,"Moreton",39,"Ct",421,"Erskine"
416,11160,"Myrtle",119,"Way",421,"Erskine"
417,17803,"Nottage",58,"Gr",421,"Erskine"
418,17804,"Novae",119,"Way",421,"Erskine"
419,17807,"Nymans",39,"Ct",421,"Erskine"
420,11598,"Oaken",56,"Gdns",421,"Erskine"
421,11606,"Oakleigh",42,"Dr",421,"Erskine"
422,11774,"Onslow",39,"Ct",421,"Erskine"
423,12247,"Pennington",56,"Gdns",421,"Erskine"
424,12253,"Penola",119,"Way",421,"Erskine"
425,12413,"Pimelea",66,"Lane",421,"Erskine"
426,17861,"Pratia",67,"Link",421,"Erskine"
427,12701,"Primrose",56,"Gdns",421,"Erskine"
428,17866,"Pyrford",95,"Rmbl",421,"Erskine"
429,17875,"Rapanea",119,"Way",421,"Erskine"
430,13055,"Redfern",80,"Pl",421,"Erskine"
431,13064,"Redmond",119,"Way",421,"Erskine"
432,13485,"Rousham",32,"Cres",421,"Erskine"
433,13667,"Saltbush",119,"Way",421,"Erskine"
434,13691,"Samphire",42,"Dr",421,"Erskine"
435,17922,"Sedgemere",109,"Tce",421,"Erskine"
436,14017,"Serrata",69,"Loop",421,"Erskine"
437,14240,"Silverton",32,"Cres",421,"Erskine"
438,17935,"Sirrocco",42,"Dr",421,"Erskine"
439,14308,"Skylark",69,"Loop",421,"Erskine"
440,14383,"Solandri",114,"Turn",421,"Erskine"
441,14453,"Southmead",60,"Grn",421,"Erskine"
442,14478,"Spearwood",66,"Lane",421,"Erskine"
443,17951,"Sticks",15,"Bvd",421,"Erskine"
444,17953,"Stonewell",32,"Cres",421,"Erskine"
445,14915,"Sundew",119,"Way",421,"Erskine"
446,17960,"Swinton",80,"Pl",421,"Erskine"
447,17979,"Tetrarose",79,"Pkwy",421,"Erskine"
448,15360,"The Glen",0,"",421,"Erskine"
449,17994,"Trerose",22,"Cl",421,"Erskine"
450,17999,"Twigrush",39,"Ct",421,"Erskine"
451,16103,"Vanda",75,"Pass",421,"Erskine"
452,18004,"Venulosa",6,"Ave",421,"Erskine"
453,18009,"Vixen",22,"Cl",421,"Erskine"
454,16377,"Walpole",119,"Way",421,"Erskine"
455,16506,"Waterford",97,"Rtt",421,"Erskine"
456,16519,"Waterston",80,"Pl",421,"Erskine"
457,18023,"Wattleglen",6,"Ave",421,"Erskine"
458,16562,"Wayford",71,"Mews",421,"Erskine"
459,18030,"Westbourn",75,"Pass",421,"Erskine"
460,18037,"Willoughbridge",32,"Cres",421,"Erskine"
461,17554,"Fairbridge",87,"Rd",422,"Fairbridge"
462,7894,"Ireland",58,"Gr",422,"Fairbridge"
463,10843,"Money",87,"Rd",422,"Fairbridge"
464,17777,"Morell",87,"Rd",422,"Fairbridge"
465,14441,"South Western",64,"Hwy",422,"Fairbridge"
466,18010,"Wades",87,"Rd",422,"Fairbridge"
467,17338,"African",32,"Cres",423,"Falcon"
468,17343,"Alert",80,"Pl",423,"Falcon"
469,17349,"Andante",103,"St",423,"Falcon"
470,573,"Aquarius",22,"Cl",423,"Falcon"
471,640,"Argosy",103,"St",423,"Falcon"
472,789,"Astrolabe",66,"Lane",423,"Falcon"
473,866,"Avalon",77,"Pde",423,"Falcon"
474,1054,"Baloo",32,"Cres",423,"Falcon"
475,17373,"Banjuna",103,"St",423,"Falcon"
476,1137,"Barbara",103,"St",423,"Falcon"
477,17377,"Baroy",103,"St",423,"Falcon"
478,1357,"Beagle",39,"Ct",423,"Falcon"
479,1408,"Bee",119,"Way",423,"Falcon"
480,17402,"Bluerise",27,"Cove",423,"Falcon"
481,17414,"Branchfield",119,"Way",423,"Falcon"
482,2202,"Breelya",87,"Rd",423,"Falcon"
483,2316,"Brockman",103,"St",423,"Falcon"
484,17418,"Brothers",66,"Lane",423,"Falcon"
485,17428,"Burna",103,"St",423,"Falcon"
